id_C_20,name_C_254,type_C_100,addr_C_254,结构_C_50,面积_N_31_15,时间_C_20,装修_C_50,价格_N_31_15,gcj_lng_N_31_15,gcj_lat_N_31_15,wgs_lng_N_31_15,wgs_lat_N_31_15,bd_lng_N_31_15,bd_lat_N_31_15,gcj_shape_C_254,index,new_class,new_class_symbol
B000A8ULHT,前门东大街社区居委会,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,北京市东城区前门东大街甲12-2号,,,,,,116.404229,39.900107,116.39798643791,39.8987033831661,116.41061211574,39.9064476499463,"116.404029,39.90022;116.404037,39.899986;116.404426,39.899993;116.404424,39.900229;116.404029,39.90022",5919,政府机构,14
B000A87AW1,长桥双语艺术幼儿园(暂停营业),科教文化服务;学校;幼儿园,北京市通州区八里桥南街87号长桥园公寓,,,,,,116.628912,39.907739,116.623092118705,39.9066801174076,116.635304433144,39.9140290058772,"116.628524,39.907447;116.628736,39.907316;116.629185,39.90772;116.629194,39.907788;116.62919,39.90815;116.629162,39.908156;116.628862,39.908115;116.62885,39.907746;116.628505,39.90755;116.628524,39.907447",5920,科教文化,7
B000A8VXN3,宏源公寓,商务住宅;住宅区;住宅小区,北京市朝阳区酒仙桥路4号,塔楼,80000.0,,,80000.0,116.490577,39.984543,116.484525001405,39.983290421762,116.49709152629,39.9905597862778,"116.48988,39.984307;116.489879,39.984773;116.491269,39.984782;116.491274,39.984311;116.48988,39.984307",5921,商务住宅,11
B0FFH8MN0M,亦创智能机器人创新园,商务住宅;产业园区;产业园区,北京市大兴区经济技术开发区荣昌东街6号,,,,,,116.526267,39.780968,116.52037211502,39.7798308559045,116.532653065417,39.7872985990199,"116.523193,39.78173;116.523938,39.780822;116.525212,39.779121;116.52576,39.77846;116.525779,39.778447;116.525802,39.778432;116.525842,39.778421;116.525875,39.778415;116.525925,39.778416;116.525961,39.778422;116.526008,39.778438;116.527573,39.779221;116.5",5922,商务住宅,11
B0FFFAE0DG,岳虹大厦(中和街),商务住宅;楼宇;商务写字楼,北京市大兴区经济技术开发区永昌北路1亦庄开发区永昌北路13号,,,,,,116.515915,39.796673,116.509981714065,39.7955054119089,116.522283827539,39.8030096288158,"116.516295,39.79613;116.516388,39.796197;116.516435,39.796287;116.51643,39.796354;116.516397,39.796435;116.51627,39.796605;116.516047,39.796888;116.516034,39.797008;116.515861,39.797269;116.515305,39.796999;116.516097,39.796071;116.516295,39.79613",5923,商务住宅,11
B0FFGFA1JT,右安门第一小学-首都医科大学附属小学,科教文化服务;学校;小学,北京市丰台区右安门外大街51号,,,,,,116.369072,39.865881,116.36285945077,39.8645017005446,116.375596291149,39.871870375218,"116.368525,39.866197;116.368557,39.865587;116.368588,39.865556;116.368643,39.865538;116.369591,39.865545;116.369595,39.866233;116.368525,39.866197",5924,科教文化,7
B0FFF0A8R7,紫谷伊甸园,风景名胜;风景名胜相关;旅游景点,北京市丰台区农场路9号南600米,,,,,,116.259828,39.809878,116.253810977989,39.8086658540182,116.266250297887,39.8160431834068,"116.255593,39.811693;116.255872,39.811217;116.256075,39.810988;116.256109,39.810934;116.256296,39.81054;116.256362,39.810298;116.256372,39.810208;116.256383,39.810152;116.256441,39.809929;116.256455,39.809888;116.256568,39.8097;116.256624,39.809642;116.2",5925,旅游景点,12
B000A9Q0A3,北京大学国际医院,医疗保健服务;综合医院;综合医院,北京市昌平区中关村生命科学园生命园路1号,,,,,,116.263624,40.10104,116.257569555444,40.0998110283667,116.270062141006,40.1072740554086,"116.259625,40.101502;116.262854,40.102642;116.265176,40.10344;116.265192,40.103441;116.265204,40.103441;116.265216,40.103438;116.265531,40.102901;116.265955,40.102258;116.267057,40.100315;116.267066,40.1003;116.26707,40.100286;116.26701,40.100112;116.267",5926,医疗保健,0
B0FFG4H8Z2,美和园公园,风景名胜;公园广场;公园,北京市海淀区小营西路48号(安宁庄西路与小营西路交叉口),,,,,,116.322753,40.035197,116.316615082622,40.0338903259828,116.329313861744,40.0409762631605,"116.322807,40.035956;116.323252,40.035817;116.323381,40.034714;116.322292,40.034561;116.321995,40.035494;116.322019,40.035513;116.322133,40.035487;116.32219,40.035578;116.322368,40.035519;116.322577,40.035593;116.322807,40.035956",5927,旅游景点,12
B000A6AB36,北京中医医院顺义医院,医疗保健服务;综合医院;三级甲等医院,北京市顺义区站前东街5号,,,,,,116.654641,40.12762,116.648734365543,40.1265094900111,116.661065709844,40.1338759972406,"116.653645,40.127753;116.65369,40.12737;116.653708,40.127302;116.653751,40.127231;116.6538,40.127157;116.65385,40.127086;116.65396,40.126927;116.653981,40.12691;116.654006,40.126905;116.654036,40.126904;116.654763,40.126928;116.655332,40.126924;116.65535",5928,医疗保健,0
B000A84B57,东兴第一社区,商务住宅;住宅区;住宅小区,北京市顺义区东兴路,板楼,,,,,116.662136,40.13214,116.656208265529,40.131015230308,116.668595380182,40.1382826744586,"116.659345,40.130766;116.660373,40.130749;116.660373,40.130711;116.661704,40.130672;116.66172,40.130853;116.664815,40.130744;116.664893,40.132855;116.664217,40.133104;116.663788,40.133348;116.66293,40.133492;116.662409,40.133504;116.661908,40.133854;116.",5929,商务住宅,11
B000A18559,竹园村大酒店,住宿服务;宾馆酒店;三星级宾馆,北京市海淀区北太平路南16号(采石路口),,,,,,116.260209,39.903369,116.254180304961,39.9021513111005,116.266644694264,39.9095455457978,"116.260061,39.903151;116.260808,39.903145;116.2608,39.903729;116.260063,39.903718;116.260061,39.903151",5930,酒店住宿,2
B000A7J3H1,文昌院,风景名胜;风景名胜;世界遗产,北京市海淀区二龙闸颐和园新建宫门路21号院,,,,,,116.280876,39.997033,116.274820621858,39.9957954827431,116.28727377912,40.0033875448023,"116.280395,39.997312;116.280394,39.99733;116.280394,39.997342;116.280399,39.99735;116.280409,39.997358;116.280421,39.997362;116.280434,39.997364;116.281204,39.997439;116.281223,39.997438;116.281229,39.997431;116.281236,39.997412;116.281236,39.9974;116.28",5931,旅游景点,12
B000A7JHVI,隆宝宸商务大厦,商务住宅;楼宇;商务写字楼,北京市朝阳区亚运村北苑路176号,,,,,,116.416139,39.991989,116.409890766062,39.990585671182,116.422578183741,39.99822726024,"116.41561,39.992246;116.415451,39.991759;116.416734,39.991721;116.41673,39.992254;116.41561,39.992246",5932,商务住宅,11
B000A81I1V,清缘东里小区,商务住宅;住宅区;住宅小区,北京市海淀区龙岗路48号,塔楼/板楼,31000.0,,,31000.0,116.359909,40.029508,116.35369109662,40.0281344878755,116.366460507894,40.0353289148275,"116.358622,40.028433;116.358597,40.028439;116.358567,40.028454;116.358548,40.028479;116.358325,40.029364;116.358328,40.029376;116.358334,40.029389;116.358344,40.029397;116.358361,40.029405;116.358558,40.029437;116.358574,40.029441;116.358583,40.029449;11",5933,商务住宅,11
B000A84MMM,教场口街小区,商务住宅;住宅区;住宅小区,北京市西城区教场口街2号,板楼 塔楼,,,,,116.383452,39.953218,116.377210641355,39.9518198429171,116.389867809459,39.9594418291281,"116.382982,39.953353;116.383179,39.953469;116.383907,39.953493;116.383887,39.952977;116.382994,39.952952;116.382982,39.953353",5934,商务住宅,11
B000AA0W8F,东方幼儿园(亮甲店小区南),科教文化服务;学校;幼儿园,北京市海淀区颐和山庄玉华园2号,,,,,,116.242338,40.050471,116.236287146586,40.0492482037864,116.248866016416,40.0563283069142,"116.242117,40.050314;116.242585,40.050333;116.242548,40.050633;116.242097,40.050608;116.242117,40.050314",5935,科教文化,7
B0FFF9UNUP,东城区东直门医疗卫生中心,医疗保健服务;综合医院;卫生院,北京市东城区王家园胡同37号院1,,,,,,116.438886,39.931254,116.432679224918,39.9298783592917,116.445420869347,39.9370908003135,"116.438311,39.931571;116.438283,39.931548;116.438282,39.931016;116.438872,39.931011;116.439386,39.931075;116.439596,39.931134;116.439626,39.931161;116.439635,39.931195;116.439648,39.931264;116.439656,39.931324;116.439639,39.9314;116.439636,39.931423;116.",5936,医疗保健,0
B000A7I0GL,北京京达花园,商务住宅;住宅区;住宅小区,北京市朝阳区朝阳公园西路11号院-临甲2号,,,,,,116.473097,39.937522,116.466987085842,39.9362214979359,116.479672257101,39.943245580084,"116.472194,39.937544;116.472521,39.938011;116.472636,39.938034;116.472722,39.938005;116.473639,39.937659;116.473816,39.937637;116.473926,39.937627;116.473975,39.93761;116.473985,39.937592;116.473985,39.937548;116.473576,39.93698;116.473439,39.937013;116.",5937,商务住宅,11
B000A84EKQ,体委宿舍,商务住宅;住宅区;宿舍,北京市丰台区六里桥与西三环中路交叉口西南150米,,,,,,116.309243,39.885613,116.303153566713,39.8843378000536,116.315751199693,39.891631264527,"116.308904,39.885786;116.308945,39.885572;116.309271,39.885265;116.309643,39.88582;116.308904,39.885786",5938,商务住宅,11
B0FFILBGZ1,中国铁路北京局集团有限公司,公司企业;公司企业;公司企业,北京市海淀区复兴路6号,,,,,,116.332051,39.906552,116.325907999707,39.9052329375835,116.338654135105,39.9122306151838,"116.333125,39.907085;116.334173,39.907085;116.334231,39.907055;116.334275,39.906988;116.334272,39.906108;116.334267,39.906051;116.334195,39.905991;116.333233,39.905987;116.332817,39.906008;116.332344,39.906001;116.331433,39.906063;116.331093,39.906067;11",5939,公司企业,5
B000A88AC6,丽苑公寓,住宿服务;宾馆酒店;五星级宾馆,北京市东城区王府井金鱼胡同18号,,,,,,116.414494,39.915215,116.408254253863,39.913813829073,116.420893586038,39.9214637695051,"116.414025,39.915097;116.414021,39.915376;116.414022,39.915391;116.414026,39.9154;116.414037,39.915406;116.414047,39.91541;116.414062,39.915413;116.414922,39.915419;116.414941,39.915418;116.41495,39.915413;116.414955,39.915408;116.414961,39.915399;116.41",5940,酒店住宿,2
B0FFFWZ06X,富力运河十号,商务住宅;住宅区;住宅小区,北京市通州区滨河中路与玉带河大街交汇处,塔楼,,2015.12.31,带装修,,116.685859,39.904611,116.679892381567,39.9034535272336,116.69244284603,39.9103510454668,"116.685187,39.903829;116.683984,39.904513;116.683425,39.904842;116.683402,39.904903;116.68343,39.904968;116.683494,39.905052;116.683997,39.905469;116.684655,39.905957;116.684707,39.906037;116.684853,39.906153;116.684967,39.906273;116.688528,39.904207;116",5941,商务住宅,11
B000A0FB22,六铺炕宾馆,住宿服务;宾馆酒店;宾馆酒店,北京市西城区六铺炕南小街甲1号,,,,,,116.393135,39.952715,116.386887176202,39.951311065155,116.399515759635,39.9590394460847,"116.392766,39.952618;116.393443,39.952621;116.393471,39.952622;116.393489,39.952632;116.3935,39.952652;116.393508,39.952671;116.393502,39.952812;116.392764,39.952806;116.392766,39.952618",5942,酒店住宿,2
B0FFHOGTW6,中关村软件园信息中心,商务住宅;产业园区;产业园区,北京市海淀区中关村软件园1号,,,,,,116.296048,40.052601,116.28996313585,40.0513404969051,116.302449088346,40.0588273469334,"116.296591,40.053217;116.295204,40.052981;116.295494,40.051987;116.296902,40.052225;116.296591,40.053217",5943,商务住宅,11
B0FFF3A0P1,和平里2区,商务住宅;住宅区;住宅小区,北京市东城区和平里二区,塔楼/板楼,,,,,116.422723,39.957973,116.416485919391,39.9565760107459,116.429176418454,39.9641021945935,"116.42436,39.957859;116.424452,39.957862;116.424451,39.957454;116.423037,39.957451;116.423037,39.957879;116.421633,39.957881;116.421646,39.957407;116.421154,39.957413;116.421148,39.957877;116.420761,39.957863;116.420762,39.95837;116.424332,39.958364;116.",5944,商务住宅,11
B000A81FF6,永泰福朋喜来登酒店,住宿服务;宾馆酒店;宾馆酒店,北京市海淀区远大路25号1座,,,,,,116.279572,39.957338,116.273523094904,39.9561035217809,116.285949529763,39.9636858479413,"116.280192,39.95723;116.280181,39.957565;116.278942,39.957491;116.278961,39.957185;116.278964,39.957162;116.278977,39.957137;116.279004,39.957125;116.279033,39.957115;116.280139,39.957176;116.280168,39.957189;116.280181,39.957201;116.280192,39.95723",5945,酒店住宿,2
B0FFFAL58A,永泰园北区,商务住宅;住宅区;住宅小区,北京市海淀区永泰园26号,,,,,,116.347716,40.035973,116.341521625522,40.034619371733,116.354312401675,40.0416472273895,"116.348885,40.035739;116.346648,40.035704;116.34665,40.035834;116.346682,40.036242;116.347798,40.036302;116.347906,40.036123;116.348855,40.036197;116.348893,40.036181;116.348903,40.035813;116.348885,40.035739",5946,商务住宅,11
B000A8U2KF,砖塔胡同78号院,商务住宅;住宅区;住宅小区,北京市西城区砖塔胡同78号,板楼/平房,,,,,116.368285,39.92179,116.362066562182,39.9204091100252,116.374778543595,39.9277527939626,"116.368826,39.922113;116.36782,39.9221;116.367823,39.921939;116.367692,39.921933;116.367724,39.921473;116.368854,39.921504;116.368826,39.922113",5947,商务住宅,11
B000A741F3,红黄蓝幼儿园,科教文化服务;学校;幼儿园,北京市丰台区右安门外开阳里一区6号楼(太熟悉家常菜东2),,,,,,116.367712,39.867103,116.361501403716,39.8657254015839,116.374244997095,39.8730676852454,"116.367318,39.867466;116.367689,39.867481;116.367696,39.867205;116.36822,39.867219;116.368246,39.866993;116.368077,39.866848;116.367354,39.86683;116.367318,39.867466",5948,科教文化,7
B0FFHDYAH5,小周易幼儿园,科教文化服务;学校;幼儿园,北京市通州区通华路16号附近,,,,,,116.582244,39.731615,116.576476778015,39.7305844554901,116.588873188809,39.7372713506702,"116.581719,39.731392;116.58282,39.731443;116.58278,39.731825;116.581685,39.731803;116.581719,39.731392",5949,科教文化,7
B0FFFAIT7K,知春大厦,商务住宅;住宅区;住宅小区,北京市海淀区知春路10号线知春里站旁边,塔板结合,,,,,116.32099,39.974959,116.314863681546,39.973658347274,116.327568608603,39.9807736807118,"116.319991,39.975183;116.320069,39.974959;116.320968,39.975222;116.320686,39.975859;116.320675,39.975871;116.320667,39.975878;116.320657,39.975884;116.32064,39.975888;116.320017,39.975874;116.319993,39.97587;116.319981,39.975866;116.319969,39.975859;116.",5950,商务住宅,11
B0FFHFJQNW,北京铁路第二中学(长阳分校),科教文化服务;学校;中学,北京市房山区京周路附近,,,,,,116.163264,39.765001,116.157080617525,39.7636864100938,116.169659821606,39.7713489927046,"116.162132,39.764532;116.163218,39.764039;116.164396,39.765468;116.16331,39.765965;116.162132,39.764532",5951,科教文化,7
B000A9EU6B,水德广场,风景名胜;公园广场;城市广场,北京市怀柔区怀柔镇,,,,,,116.59018,40.344308,116.584341559885,40.3432174126025,116.596802309423,40.3500130032201,"116.5895,40.344276;116.589644,40.344524;116.590879,40.344356;116.59078,40.344109;116.58955,40.344231;116.5895,40.344276",5952,旅游景点,12
B000A85RME,人民公安报社,科教文化服务;传媒机构;报社,北京市丰台区花乡右安路9号,,,,,,116.341485,39.827484,116.335330589806,39.8261514047018,116.348092589389,39.8331320823074,"116.342784,39.828215;116.34179,39.826277;116.340227,39.826969;116.341008,39.828511;116.342784,39.828215",5953,科教文化,7
B000A8W55H,金豆苗双语幼儿园,科教文化服务;学校;幼儿园,北京市通州区六郎庄路北50米,,,,,,116.672531,39.744103,116.666621696857,39.7429824407533,116.679064791214,39.750062894361,"116.672364,39.744212;116.672643,39.744244;116.672703,39.743997;116.672415,39.743961;116.672364,39.744212",5954,科教文化,7
B0FFICERWB,思塔贝双语幼儿园(暂停营业),科教文化服务;学校;幼儿园,北京市朝阳区下辛堡村顺黄路北,,,,,,116.5125,40.064771,116.50652104197,40.063579770916,116.518875421562,40.0710892768239,"116.512829,40.065115;116.512875,40.06445;116.512164,40.064426;116.512135,40.065099;116.512829,40.065115",5955,科教文化,7
B0FFH0UMVP,太平桥人口文化园,风景名胜;公园广场;公园,北京市丰台区太平桥东里与湾子街交叉口西150米,,,,,,116.321948,39.886798,116.315830597386,39.8854991935449,116.328530131344,39.8925977880027,"116.321299,39.886727;116.321307,39.887187;116.322442,39.887181;116.322433,39.886621;116.32243,39.886245;116.322144,39.886248;116.322117,39.886336;116.322001,39.886424;116.321844,39.886422;116.321778,39.886378;116.321663,39.886374;116.321669,39.886727;116",5956,旅游景点,12
B0FFGXCW3Q,仟草阳诚公寓,住宿服务;宾馆酒店;宾馆酒店,北京市大兴区工业区鼎业路7号东门,,,,,,116.433701,39.733049,116.427509169993,39.7316796991606,116.440235904184,39.7389858117176,"116.433157,39.733232;116.434125,39.733376;116.434238,39.732872;116.433296,39.732714;116.433157,39.733232",5957,酒店住宿,2
B000A7Z0W1,曙光防灾教育公园,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,北京市海淀区紫竹院路正福寺76号(四季青桥东),,,,,,116.282292,39.94773,116.276241048023,39.9464928452591,116.288661685126,39.9540724442122,"116.280812,39.94789;116.280848,39.947882;116.280924,39.94717;116.28116,39.947179;116.281135,39.947373;116.281123,39.947452;116.28111,39.947569;116.281092,39.947944;116.281077,39.948077;116.281054,39.948109;116.28095,39.948109;116.280936,39.948189;116.280",5958,旅游景点,12
B0FFK7X1FB,魏窑村休闲公园,风景名胜;公园广场;公园,北京市昌平区合木山庄往北,,,,,,116.386648,40.084095,116.380387214215,40.0826881089533,116.393059980239,40.0903636381802,"116.385542,40.084257;116.386039,40.084279;116.386501,40.084329;116.387626,40.084524;116.387743,40.08399;116.387689,40.083936;116.386123,40.083762;116.385629,40.083705;116.385613,40.08372;116.385531,40.084241;116.385542,40.084257",5959,旅游景点,12
B0FFI2LCH0,安河家园三里,商务住宅;商务住宅相关;商务住宅相关,北京市海淀区北清路地铁16号线北安河站北,,,,,,116.125409,40.07407,116.1190946986,40.0726802025675,116.13193184566,40.0799850666835,"116.123612,40.073983;116.123569,40.073975;116.12355,40.073964;116.123547,40.07394;116.123621,40.073436;116.123676,40.072972;116.123726,40.07247;116.123738,40.072457;116.123757,40.072451;116.123785,40.072449;116.125106,40.072502;116.125859,40.072542;116.1",5960,商务住宅,11
B0FFFDR6P0,北京大东方宾馆,住宿服务;宾馆酒店;三星级宾馆,北京市朝阳区东四环南路大山子8号,,,,,,116.489428,39.864218,116.483386685468,39.8629672489003,116.495949643332,39.8702137161238,"116.489112,39.864534;116.489059,39.863872;116.489554,39.863843;116.489586,39.864131;116.489855,39.864117;116.489879,39.864492;116.489112,39.864534",5961,酒店住宿,2
B000A81G1H,英郡,商务住宅;住宅区;住宅小区,北京市朝阳区朝阳北路52号,,,,,,116.555331,39.923142,116.549501621705,39.9220633858255,116.561846284761,39.9290395925456,"116.554161,39.923272;116.554089,39.92327;116.554074,39.923601;116.556483,39.923667;116.556493,39.92322;116.556544,39.923076;116.556548,39.922792;116.556382,39.922649;116.554172,39.922635;116.554161,39.923272",5962,商务住宅,11
B000A6D95B,北京大学第三医院延庆医院,医疗保健服务;综合医院;综合医院,北京市延庆区东顺城街28号,,,,,,115.972486,40.463226,115.966377502104,40.4620038315113,115.979115823143,40.4689108421231,"115.970171,40.462174;115.974269,40.462559;115.974316,40.46257;115.974358,40.462582;115.974398,40.462594;115.974447,40.462615;115.974493,40.462636;115.974527,40.462659;115.974542,40.462672;115.974551,40.462689;115.974383,40.463825;115.97438,40.463836;115.",5963,医疗保健,0
B0FFFSNDJD,北京市工商行政管理局档案管理中心,政府机构及社会团体;政府机关;地市级政府及事业单位,北京市昌平区城北街道朝凤庵村,,,,,,116.262216,40.238505,116.256144800076,40.2372599669629,116.268661001803,40.2447190931168,"116.261165,40.238933;116.261412,40.238157;116.261705,40.237267;116.262047,40.237423;116.262527,40.237628;116.262936,40.23784;116.263178,40.237969;116.26318,40.237981;116.263168,40.23804;116.263028,40.238614;116.262933,40.239006;116.26285,40.239344;116.26",5964,政府机构,14
B000A7QZSD,延庆西屯中心小学,科教文化服务;学校;小学,北京市延庆区井庄镇延庆镇新白庙村,,,,,,115.948742,40.460772,115.942696331216,40.4596080530767,115.955250732098,40.4668007307011,"115.948043,40.46138;115.949269,40.461452;115.949419,40.460129;115.948808,40.460093;115.948188,40.460187;115.948043,40.46138",5965,科教文化,7
B000A81JFQ,万象新天二区,商务住宅;住宅区;住宅小区,北京市朝阳区常营北路10号院201号,板楼/塔板结合,,,,,116.597377,39.929585,116.591589087414,39.9285453862155,116.603931616323,39.935363799027,"116.596229,39.928924;116.596349,39.928942;116.596596,39.928974;116.596741,39.928988;116.596778,39.928988;116.596804,39.928988;116.596833,39.928983;116.596984,39.928936;116.597031,39.928913;116.597073,39.928873;116.597079,39.928863;116.597079,39.928854;11",5966,商务住宅,11
B000A7RBP9,北京松堂关怀医院,医疗保健服务;综合医院;综合医院,北京市朝阳区建国路266-268号,,,,,,116.588283,39.910117,116.582497164362,39.9090763449632,116.594882083849,39.915796343838,"116.588766,39.910155;116.588781,39.910288;116.588884,39.910288;116.588892,39.910387;116.587801,39.910442;116.587779,39.910199;116.587777,39.910124;116.587778,39.909951;116.587795,39.909833;116.588727,39.909775;116.588766,39.910155",5967,医疗保健,0
B0FFH957R7,梨园小镇(梨园北街),商务住宅;住宅区;住宅小区,北京市通州区葛布店东里47号,塔板结合,62000.0,2003-11-30,毛坯,62000.0,116.66929,39.887525,116.663372304684,39.8863997629369,116.675797053381,39.8935419407075,"116.670293,39.887883;116.669381,39.887889;116.668971,39.887904;116.668587,39.887941;116.668333,39.887125;116.66862,39.887072;116.669738,39.887068;116.669794,39.887599;116.670582,39.887649;116.670569,39.887712;116.670663,39.887716;116.670663,39.887883;116",5968,商务住宅,11
B0FFHMWJGB,燕京里Yan Jing Lane,商务住宅;楼宇;商务写字楼|商务住宅;楼宇;商住两用楼宇,北京市朝阳区延静里中街20号,,,,,,116.483877,39.920335,116.477807967747,39.9190653958415,116.490398192498,39.9262192040257,"116.483586,39.920539;116.48358,39.920134;116.484071,39.920121;116.484071,39.920196;116.484191,39.920196;116.484187,39.920526;116.483586,39.920539",5969,商务住宅,11
B000A07EBD,顺义区教育委员会,政府机构及社会团体;政府机关;区县级政府及事业单位,北京市顺义区建新西街1号,,,,,,116.650516,40.122341,116.644620892614,40.1212382802971,116.656928522234,40.1286444229452,"116.650177,40.122728;116.65088,40.122724;116.650857,40.122054;116.650828,40.121999;116.650725,40.121951;116.650167,40.121942;116.650177,40.122728",5970,政府机构,14
B0FFITNJ0O,北京家恩德仁医院,医疗保健服务;综合医院;综合医院,北京市朝阳区刘各庄甲2号,,,,,,116.456623,40.026628,116.450448866172,40.0252827320643,116.463234774131,40.0322818662577,"116.455309,40.026334;116.456036,40.026336;116.456076,40.025677;116.456471,40.02567;116.456487,40.025594;116.457168,40.025609;116.457171,40.025679;116.457211,40.025679;116.457208,40.025746;116.457356,40.025748;116.45735,40.026377;116.458048,40.026387;116.",5971,医疗保健,0
B0FFFAKD38,青苗国际幼儿园万达CBD园区,科教文化服务;学校;幼儿园,北京市朝阳区建国路93号院万达广场7号,,,,,,116.47145,39.910216,116.465337840806,39.9089122125292,116.478039205269,39.9159242163709,"116.471215,39.910529;116.471686,39.910534;116.471663,39.909912;116.471631,39.909881;116.471234,39.909897;116.471215,39.910529",5972,科教文化,7
B0FFG7VIB8,阳光878商务中心,商务住宅;楼宇;商务写字楼,北京市朝阳区酒仙桥中路24号,,64000.0,2012-05-18,,64000.0,116.49386,39.975626,116.487821562027,39.974383532943,116.500349733985,39.9817008917101,"116.493213,39.976477;116.494597,39.976464;116.494586,39.974781;116.493256,39.974783;116.493116,39.974842;116.493138,39.976407;116.493213,39.976477",5973,商务住宅,11
B000A843E6,铁道部第三住宅社区,商务住宅;住宅区;住宅小区,北京市西城区月坛北街与月坛西街交叉口西150米,,,,,,116.347867,39.917458,116.341687340415,39.9161091113621,116.354461752356,39.9231330113192,"116.349311,39.918006;116.349297,39.916764;116.347862,39.916772;116.347855,39.916472;116.347048,39.916493;116.346814,39.916489;116.346545,39.916503;116.346543,39.916587;116.346546,39.916688;116.346574,39.916822;116.346514,39.9169;116.346552,39.918001;116.",5974,商务住宅,11
B000AA4B67,华商创意中心,商务住宅;产业园区;产业园区,北京市大兴区科苑路18号,,,,,,116.360181,39.754615,116.353997447475,39.7532567797863,116.366758026338,39.7604496107136,"116.359232,39.755433;116.359229,39.755631;116.360734,39.755634;116.361192,39.753666;116.359626,39.753553;116.359232,39.755433",5975,商务住宅,11
B000AB94TA,三里河民族团结社区,商务住宅;住宅区;住宅小区,北京市西城区三里河北街5号,塔楼,120000.0,,,120000.0,116.338812,39.915659,116.332652457856,39.9143267203298,116.345417684632,39.9213059133048,"116.33924,39.915235;116.338909,39.91524;116.338793,39.914835;116.338686,39.914839;116.338348,39.914851;116.338393,39.91573;116.338382,39.915985;116.338402,39.916024;116.338458,39.916077;116.338961,39.916469;116.33929,39.916382;116.33924,39.915235",5976,商务住宅,11
B000AA4ILA,北京懋隆文化产业创意园,商务住宅;产业园区;产业园区,北京市朝阳区三间房东路1号,,,,,,116.581146,39.921606,116.575355085715,39.9205607994257,116.587748425644,39.9272510223104,"116.579816,39.923688;116.579879,39.923108;116.579945,39.923113;116.580188,39.920647;116.578696,39.920551;116.578834,39.919609;116.578839,39.919587;116.57885,39.919572;116.578864,39.919564;116.578881,39.919561;116.578896,39.919559;116.582293,39.919785;116",5977,商务住宅,11
B000A83H3D,世纪城(远大南街),商务住宅;住宅区;住宅小区,北京市海淀区远大西路,,,,,,116.280302,39.95294,116.274252802714,39.9517048975132,116.286675321801,39.9592864490417,"116.278876,39.953534;116.278923,39.95356;116.279002,39.953615;116.279457,39.953835;116.279867,39.953976;116.279927,39.953997;116.280049,39.954028;116.280198,39.954054;116.280937,39.954162;116.280951,39.95416;116.280972,39.954151;116.280983,39.954138;116.",5978,商务住宅,11
B000A7QNEZ,通州区永顺小学,科教文化服务;学校;小学,北京市通州区永顺南街75号,,,,,,116.653787,39.915164,116.647908795593,39.9140665031456,116.660183628487,39.9214220497013,"116.653267,39.915415;116.653403,39.91478;116.654276,39.914947;116.654267,39.915473;116.653931,39.915477;116.653267,39.915415",5979,科教文化,7
B000A8443S,同仁园,商务住宅;住宅区;住宅小区,北京市丰台区南三环中路刘家窑桥西南,塔楼/板楼,100000.0,1998-03-01,毛坯,100000.0,116.41933,39.854207,116.413102323041,39.8528119126557,116.425779436537,39.8603965164882,"116.420121,39.85289;116.418803,39.852918;116.418311,39.853223;116.418327,39.853318;116.418609,39.853605;116.418595,39.853899;116.418593,39.854202;116.418645,39.854602;116.418546,39.854793;116.418523,39.854967;116.418563,39.855284;116.418574,39.855594;116",5980,商务住宅,11
B000A7YC0I,临泓路6号院,商务住宅;住宅区;住宅小区,北京市丰台区临泓路6号,板楼/塔板结合,,,,,116.398257,39.844795,116.392021430886,39.8433946028504,116.404642663474,39.8511443505929,"116.39881,39.845248;116.398858,39.844406;116.397656,39.844347;116.397647,39.844831;116.397739,39.844832;116.397728,39.845223;116.39881,39.845248",5981,商务住宅,11
B000A843EK,烧酒胡同3号院,商务住宅;住宅区;住宅小区,北京市东城区烧酒胡同3,板楼,,,,,116.429353,39.925832,116.423129330574,39.9244432508919,116.435830473264,39.9318374968563,"116.429727,39.925334;116.429006,39.92533;116.42898,39.926333;116.429692,39.926337;116.429728,39.925546;116.429727,39.925334",5982,商务住宅,11
B0FFG82659,濮阳市人民政府驻京联络处,政府机构及社会团体;政府机关;乡镇级政府及事业单位|政府机构及社会团体,北京市丰台区西局南街甲12附近,,,,,,116.300424,39.868794,116.294354197281,39.8675347281936,116.306885392305,39.8749681728527,"116.300113,39.868952;116.300113,39.868968;116.300118,39.868985;116.300133,39.868997;116.300154,39.869006;116.300186,39.869008;116.300681,39.86905;116.300707,39.869047;116.300716,39.869043;116.300724,39.869035;116.300729,39.869007;116.300767,39.868623;116",5983,政府机构,14
B000A81G6B,小屯路甲2号院,商务住宅;住宅区;住宅小区,北京市丰台区青塔小屯路甲2号院,,,,,,116.255191,39.894682,116.249163933059,39.8934662752043,116.261664068542,39.9007774160011,"116.253188,39.895426;116.253193,39.894628;116.253199,39.894611;116.253211,39.894596;116.253231,39.894586;116.253259,39.894582;116.255263,39.894597;116.255277,39.894594;116.255294,39.894584;116.2553,39.894572;116.2553,39.894562;116.255314,39.893343;116.25",5984,商务住宅,11
