0,1,2,3,4,5,6,7,8,9
0.0,0.08249150334911357,0.030019954344990114,0.40853180082074203,0.04447392992284633,0.18559322033898304,0.0,0.09412010418202368,0.045637156435255496,0.10913233060604575
0.030240536562155168,0.09913629093019848,0.06305691333767899,0.40858670863167956,0.1603886458107327,0.0939299339919603,0.0020352781546811396,0.1369162679622744,0.003825088794569831,0.0018843358240693627
0.009354141825185392,0.03647222200897244,0.118988921229473,0.4159830342342504,0.1830476806075208,0.035313005795260435,0.0045252127136354015,0.19205215350568963,0.0025459781444276265,0.0017176499355848066
0.003821921615862133,0.06645730635741293,0.49392197001191274,0.1896826870085532,0.03641397927055623,0.0354859631242472,0.002246826646900769,0.09737621757395812,0.07414104882459313,0.0004520795660036166
0.007438739789964996,0.015837302256305072,0.2508318029349439,0.5755553313419622,0.017142645432318464,0.0014790299275412484,0.052561973000070095,0.0009734787007915065,0.0781796966161027,0.0
0.0,0.036573146292585165,0.321220149560283,0.3515364061456246,0.01820307281229125,0.09869739478957915,0.0006851661527920521,0.01176201895626356,0.0,0.16132264529058116
0.006117046692202947,0.030216156709244636,0.08924951851428987,0.5778818138358737,0.03717831408992049,0.02990739287827295,0.02833692786963815,0.16991796249502283,0.011005554670147294,0.02018931224538701
0.0,0.0,0.5277580403889305,0.08451134380453752,0.2679288207429569,0.0,0.0,0.11980179506357516,0.0,0.0
0.0,0.0,0.8957639813581892,0.013898135818908124,0.0,0.0,0.006949067909454062,0.06949067909454062,0.013898135818908124,0.0
0.015677118078719146,0.03502334889926618,0.03687142935162063,0.40823917206593296,0.1581621286131383,0.05770513675783856,0.0,0.27431232667377786,0.0,0.014009339559706471
0.007309941520467836,0.043859649122807015,0.17982456140350878,0.18740440845704004,0.0804093567251462,0.0,0.0014619883040935672,0.12280701754385964,0.023076923076923078,0.35384615384615387
0.0,0.021510096575943813,0.17356048094363213,0.6894497350634736,0.0,0.0,0.0373134328358209,0.025460930640913086,0.05270532394021654,0.0
0.009559004680955902,0.02138457748213846,0.03598642636436739,0.6492718835367943,0.054348361665434844,0.048653983767229514,0.08599408721359941,0.034392707563439276,0.0604089677260409,0.0
0.0,0.16701632789070314,0.0012102632455848054,0.7776141286237922,0.0,0.05355414861712764,0.00030256581139620134,0.00030256581139620134,0.0,0.0
0.013176918290780427,0.09975238851933257,0.23364352986913928,0.4640928404007813,0.04464025166200723,0.12502171217219984,0.0,0.01934301448152186,0.0003293446042375673,0.0
0.01664572864321608,0.28454697609926105,0.030832002125194578,0.37585946049628394,0.03754860612586744,0.08155958363244795,0.002678571428571429,0.1694362143063004,0.0,0.0008928571428571429
0.017663487397201836,0.11320698978045055,0.40452445546819515,0.1662067629949523,0.14682533525481978,0.06053687093869151,0.03679532649991335,0.054234434039756856,6.3376260186899924e-06,0.0
0.011131626092270409,0.044121968417138835,0.05050748588343136,0.20115200204506783,0.023433499216562938,0.1043905533429337,0.006702348917078267,0.3084707449073532,0.25008977117816344,0.0
0.03354684276325782,0.07067220706858582,0.12776412776412777,0.3970443929973199,0.004242914636156302,0.11990254513718587,0.0,0.2468269696333665,0.0,0.0
0.0,0.0022988505747126436,0.0,0.0,0.0,0.0,0.0,0.9977011494252873,0.0,0.0
0.0,0.34917035597307705,0.13576647590253033,0.09387755102040814,0.3381600259151279,0.0,0.0,0.0830255911888565,0.0,0.0
0.022254247547739775,0.06440306119742661,0.35379378125965255,0.2276356336215688,0.08947332475196813,0.014901960784313726,0.0031372549019607846,0.21812622613144805,0.006274509803921569,0.0
0.0,0.0510782923370336,0.6893063230475818,0.0,0.0,0.0,0.0,0.25961538461538464,0.0,0.0
0.032098438590765,-0.3223167061805725,0.24580314755439758,0.15110354125499725,0.08701127767562866,-0.13512088358402252,0.01680617593228817,0.8551145195960999,0.02238469198346138,-0.008764147758483887
0.022513240575790405,-0.23488840460777283,0.3730103373527527,0.08218064904212952,0.09427165240049362,-0.1374177187681198,0.01871694065630436,0.6374750733375549,0.05813318490982056,-0.04641266539692879
0.13333333333333333,0.0,0.011111111111111112,0.022222222222222223,0.0,0.044444444444444446,0.011111111111111112,0.0,0.7777777777777778,0.0
0.031578947368421054,0.35368421052631577,0.0,0.29473684210526313,0.018947368421052633,0.29894736842105263,0.0,0.002105263157894737,0.0,0.0
0.0,0.0,0.20703125,0.19921875,0.228515625,0.0,0.0,0.2890625,0.076171875,0.0
0.025115769765267734,0.13257024215730023,0.17544775480659777,0.3153613655046449,0.0424515058280008,0.08405528023246836,0.11649225301812227,0.10307805341878733,0.004802064233543321,0.0006257110352673493
0.025175858225700495,0.06456573135857152,0.3425775284682844,0.19240795622126888,0.09352403597632475,0.10702029348595517,0.05890910003288981,0.10717722657119888,0.005862464815336167,0.0027798048444699504
0.01392543599248924,0.1471075677162235,0.3690046675075985,0.15734785974316784,0.06610088030867313,0.1318351977981692,0.029794752898804993,0.05458871173567755,0.0009583620720949649,0.029336564227100896
0.003813369223867206,0.012561686855091974,0.6280843427545986,0.16464782413638407,0.05204127411395246,0.054508748317631237,0.013458950201884257,0.07088380439659041,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002078607678413391,-0.200979545712471,0.43378061056137085,0.0668962299823761,0.07521083205938339,-0.10871796309947968,0.019157491624355316,0.5899413228034973,0.07453174144029617,-0.031144719570875168
0.0564105361700058,-0.033718548715114594,0.3514503538608551,0.23243173956871033,0.08908987045288086,0.06871165335178375,0.011882681399583817,0.09373991191387177,0.09061383455991745,0.0024760067462921143
0.016969721764326096,0.12718769907951355,0.22829265892505646,0.2607005834579468,0.04763292893767357,0.07212071865797043,0.014411205425858498,0.12889911234378815,0.060510240495204926,0.04024430364370346
0.012516707181930542,0.06483425199985504,0.26041147112846375,0.2924647331237793,0.07955240458250046,0.04007270187139511,0.01592969335615635,0.1757739782333374,0.04777887091040611,0.007051367312669754
0.016691192984580994,0.06598346680402756,0.27592211961746216,0.26898548007011414,0.07773444056510925,0.03914913907647133,0.01742064580321312,0.15811291337013245,0.05325222760438919,0.03384985774755478
0.015381410717964172,0.07434657961130142,0.24989008903503418,0.29743877053260803,0.08069244772195816,0.053054600954055786,0.018353093415498734,0.14095599949359894,0.06148738041520119,0.023304620757699013
0.014535415917634964,0.062139615416526794,0.2571668326854706,0.30117717385292053,0.0742945596575737,0.05271460860967636,0.01812131330370903,0.14538393914699554,0.05186614394187927,0.01940314471721649
0.013951808214187622,0.05365637689828873,0.27297744154930115,0.2898327112197876,0.0737689733505249,0.04452371597290039,0.018264345824718475,0.1569054126739502,0.04196467995643616,0.0254669152200222
0.01598195731639862,0.05025632679462433,0.2763376235961914,0.29383382201194763,0.07429364323616028,0.04061049222946167,0.02049056999385357,0.16151511669158936,0.043013595044612885,0.0228053480386734
