0,1,2,3,4,5,6,7,8,9,10,11
0.05985042807847108,0.09251978550847835,0.05320337301583183,0.10062249042946982,0.082075874299843,0.08511329353764864,0.052800570222147174,0.12823814065934008,0.08711992693683737,0.1356426721829671,0.07526131110734857,0.04755213402161682
0.054068574308266504,0.11215547438474517,0.05436706838954172,0.09960643381180238,0.08190685086290334,0.08239491550264791,0.05289247235518646,0.12697924737877844,0.08566103777862429,0.13449137213319684,0.06848849995115493,0.04698805314315205
0.05393675924279092,0.09690218323233313,0.05897626389027496,0.09638686600316435,0.07999765399193663,0.08477525807531043,0.052513208914018734,0.12634074844541576,0.09020336671051529,0.13465789875932543,0.07811600737117913,0.04719378536373521
0.054472185146453966,0.09334643502692572,0.05252705272749149,0.11895210004761453,0.08348551292886015,0.0805278629978359,0.05300753192097265,0.1210878075791284,0.08699926818898182,0.13991040112591174,0.06857628180643734,0.04710756050338631
0.05494294350657338,0.09334556984496886,0.05461753297080322,0.10248280285550897,0.09112044733237849,0.08219184163769348,0.052524628035292585,0.12362875378148143,0.09028788072395467,0.13884651377853757,0.06879983301089472,0.047211252521912606
0.055180203780429246,0.09185185603807826,0.05390392648440904,0.09780933019008702,0.0808373547127784,0.0935156060408172,0.052944999820733994,0.13259293085282667,0.08875676240666538,0.1337823924433244,0.07123333318597064,0.04759130404387972
0.05526160736756198,0.09543651561199931,0.053123162218094204,0.10502266755216413,0.08318273244300535,0.08508708930355685,0.05777121248584641,0.12171903546785004,0.08864092002968728,0.13318848453793314,0.07493537511193223,0.0466311978703691
0.051488881986638445,0.07529529831574222,0.05058977549785993,0.07926873815678429,0.06813294878818497,0.07050335472952302,0.049792615452246294,0.2562936269329023,0.07154628060893525,0.11639457291670262,0.06330215365723213,0.04739175295724852
0.0544960558011759,0.09149975131792595,0.05410803777336995,0.10172588961490515,0.08402849893358748,0.08415031764361793,0.05302559511684178,0.12628381762659113,0.09416960042306427,0.13887957610928106,0.07054273521128807,0.047090124428351275
0.052538396444155894,0.08075528536377025,0.051864476614424504,0.0902927547290245,0.07385989162398157,0.07282053943564412,0.05084615663261134,0.1221582746189515,0.07941599337739774,0.2111713004533546,0.06756230203549353,0.046714628671190396
0.053721189227368675,0.07961450001362345,0.05332719971659722,0.08482834876839261,0.07161928199789358,0.07690564353551711,0.05166440884632378,0.11740361827723492,0.07756250020021953,0.12696130437669065,0.15926831857460516,0.04712368646553326
0.056832025655711785,0.07983202705130826,0.051525186852967995,0.09396391209898518,0.076567574541344,0.09003336483808803,0.05007697043193169,0.16173517093212236,0.0763680709985541,0.11970205109483685,0.06658301545063028,0.07678063005351946
